epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2149.2,0.63342,0.36758,1.01469,0.31934,0.3608,0.36122,0.32315,1.24109,4.38777,1.57094,0.0085645,0.0085645,0.0085645
31,2220.27,0.62566,0.36047,1.01201,0.30533,0.36099,0.36445,0.32271,1.28893,4.35069,1.61326,0.008515,0.008515,0.008515
32,2290.91,0.6248,0.3594,1.011,0.30714,0.36407,0.35934,0.32251,1.2715,4.33279,1.59278,0.0084655,0.0084655,0.0084655
33,2361.67,0.62482,0.36143,1.01148,0.33747,0.35937,0.364,0.32825,1.32683,4.40906,1.68405,0.008416,0.008416,0.008416
34,2432.72,0.61677,0.35467,1.00703,0.30796,0.36013,0.33153,0.2992,1.30348,4.39586,1.72729,0.0083665,0.0083665,0.0083665
35,2503.47,0.62157,0.35646,1.00963,0.30253,0.36089,0.35465,0.3242,1.24257,4.46673,1.53475,0.008317,0.008317,0.008317
36,2574.37,0.61767,0.3538,1.00647,0.30424,0.35829,0.33278,0.30106,1.27689,4.48985,1.62939,0.0082675,0.0082675,0.0082675
37,2645,0.61344,0.35252,1.00364,0.29594,0.36215,0.33035,0.29586,1.23773,4.40125,1.55579,0.008218,0.008218,0.008218
38,2716.23,0.61339,0.34983,1.00453,0.29927,0.32499,0.32429,0.29271,1.2404,4.46138,1.58032,0.0081685,0.0081685,0.0081685
39,2786.95,0.60939,0.34548,1.00228,0.30446,0.36168,0.32161,0.29071,1.2628,4.3933,1.60113,0.008119,0.008119,0.008119
40,2857.87,0.60763,0.34696,1.00421,0.30112,0.36209,0.32779,0.29618,1.24817,4.44571,1.55322,0.0080695,0.0080695,0.0080695
41,2928.99,0.60394,0.34363,1.00205,0.30565,0.36517,0.33187,0.30075,1.27912,4.43146,1.5864,0.00802,0.00802,0.00802
42,2999.82,0.60307,0.34318,0.99766,0.31132,0.36321,0.36331,0.32938,1.27029,4.38053,1.63351,0.0079705,0.0079705,0.0079705
43,3070.47,0.6033,0.34144,0.99817,0.30859,0.36444,0.3272,0.29615,1.2722,4.43385,1.61587,0.007921,0.007921,0.007921
44,3141.57,0.60013,0.34022,0.9973,0.3068,0.36372,0.33006,0.29934,1.2558,4.43177,1.56949,0.0078715,0.0078715,0.0078715
45,3212.53,0.59435,0.33449,0.99727,0.31974,0.35911,0.36611,0.33601,1.29682,4.44957,1.72846,0.007822,0.007822,0.007822
46,3283.26,0.59218,0.33635,0.99616,0.30907,0.35947,0.34468,0.31195,1.31026,4.45668,1.74853,0.0077725,0.0077725,0.0077725
47,3353.94,0.59457,0.33766,0.99726,0.30922,0.36276,0.32564,0.29582,1.25907,4.4306,1.62454,0.007723,0.007723,0.007723
48,3425.08,0.59017,0.33272,0.99179,0.30586,0.35864,0.32476,0.29454,1.26921,4.49738,1.58202,0.0076735,0.0076735,0.0076735
49,3495.75,0.59068,0.3332,0.99601,0.30762,0.36244,0.36509,0.33305,1.25656,4.55658,1.57421,0.007624,0.007624,0.007624
50,3567.38,0.58526,0.33032,0.98943,0.30265,0.36202,0.32364,0.29537,1.27782,4.49434,1.61181,0.0075745,0.0075745,0.0075745
51,3639.18,0.58741,0.3286,0.9913,0.30689,0.36261,0.32841,0.3002,1.27938,4.48138,1.64945,0.007525,0.007525,0.007525
52,3710.79,0.58694,0.32805,0.98774,0.30763,0.36662,0.32777,0.29947,1.28764,4.51098,1.65819,0.0074755,0.0074755,0.0074755
53,3781.92,0.58367,0.32793,0.99497,0.30574,0.363,0.36479,0.33579,1.2604,4.49198,1.57887,0.007426,0.007426,0.007426
54,3853.13,0.58264,0.32582,0.99098,0.31292,0.35789,0.3654,0.33283,1.25653,4.50945,1.56645,0.0073765,0.0073765,0.0073765
55,3924.43,0.57871,0.32486,0.98732,0.30585,0.3638,0.36593,0.33352,1.28521,4.51585,1.57625,0.007327,0.007327,0.007327
56,3995.65,0.57954,0.32544,0.98894,0.30625,0.3633,0.36625,0.33353,1.27427,4.48227,1.60027,0.0072775,0.0072775,0.0072775
57,4066.86,0.5767,0.32269,0.99184,0.30733,0.36599,0.36368,0.33215,1.27945,4.5118,1.6295,0.007228,0.007228,0.007228
58,4138.26,0.56962,0.31868,0.98714,0.31027,0.35856,0.36695,0.3351,1.27609,4.52365,1.62238,0.0071785,0.0071785,0.0071785
59,4209.71,0.57142,0.31806,0.9856,0.3142,0.36005,0.36771,0.3361,1.29403,4.51836,1.67255,0.007129,0.007129,0.007129
60,4280.43,0.5717,0.31689,0.9851,0.31058,0.35901,0.36356,0.33747,1.2728,4.58235,1.62872,0.0070795,0.0070795,0.0070795
61,4351.32,0.56988,0.31692,0.9805,0.30212,0.36063,0.36637,0.33471,1.2757,4.55991,1.5964,0.00703,0.00703,0.00703
62,4422.37,0.56755,0.31417,0.98084,0.30876,0.35807,0.33616,0.30911,1.29027,4.52776,1.62855,0.0069805,0.0069805,0.0069805
63,4493.58,0.5666,0.31517,0.9839,0.30661,0.36399,0.36582,0.33888,1.29902,4.59604,1.64449,0.006931,0.006931,0.006931
64,4565.05,0.5667,0.31595,0.98145,0.30495,0.35892,0.36547,0.33445,1.28306,4.56662,1.61679,0.0068815,0.0068815,0.0068815
65,4636.41,0.5611,0.3092,0.97814,0.30711,0.36226,0.36596,0.33948,1.2707,4.54104,1.63397,0.006832,0.006832,0.006832
66,4707.69,0.56502,0.31262,0.97881,0.30725,0.35986,0.34038,0.31334,1.27965,4.55926,1.63728,0.0067825,0.0067825,0.0067825
67,4779.04,0.5608,0.30873,0.97596,0.3022,0.36538,0.32792,0.30116,1.26017,4.56366,1.60998,0.006733,0.006733,0.006733
68,4850.52,0.55984,0.31029,0.97767,0.3076,0.36478,0.32801,0.30119,1.28336,4.55152,1.65628,0.0066835,0.0066835,0.0066835
69,4921.45,0.55973,0.31011,0.97779,0.30458,0.36018,0.33399,0.30788,1.27091,4.58924,1.63319,0.006634,0.006634,0.006634
70,4992.53,0.5589,0.30852,0.9789,0.30662,0.36105,0.36608,0.33975,1.30326,4.5833,1.68249,0.0065845,0.0065845,0.0065845
71,5063.66,0.55403,0.30773,0.97525,0.30579,0.36059,0.36803,0.33722,1.29273,4.56444,1.64078,0.006535,0.006535,0.006535
72,5135.09,0.55779,0.30861,0.97743,0.30321,0.36237,0.33317,0.30612,1.28093,4.55381,1.61119,0.0064855,0.0064855,0.0064855
73,5206.15,0.55463,0.30567,0.97734,0.3071,0.36436,0.32901,0.30221,1.28319,4.5668,1.64954,0.006436,0.006436,0.006436
74,5277.14,0.55271,0.30295,0.97764,0.3069,0.36317,0.3283,0.3022,1.27653,4.57824,1.64266,0.0063865,0.0063865,0.0063865
75,5348.33,0.54954,0.30434,0.97442,0.30697,0.36326,0.33534,0.30805,1.29252,4.57387,1.67396,0.006337,0.006337,0.006337
76,5419.59,0.55398,0.30637,0.97351,0.30744,0.36425,0.34041,0.31292,1.29852,4.5614,1.66509,0.0062875,0.0062875,0.0062875
77,5490.29,0.55175,0.30039,0.97049,0.30699,0.36303,0.36645,0.33245,1.28603,4.57412,1.6597,0.006238,0.006238,0.006238
78,5561.73,0.54633,0.30112,0.97145,0.30392,0.36106,0.36541,0.33538,1.28117,4.55827,1.6314,0.0061885,0.0061885,0.0061885
79,5633.04,0.54642,0.29922,0.972,0.30372,0.36133,0.34511,0.317,1.29408,4.56031,1.68365,0.006139,0.006139,0.006139
80,5704.18,0.54641,0.29905,0.9736,0.30363,0.36359,0.34251,0.31511,1.30731,4.56086,1.69704,0.0060895,0.0060895,0.0060895
81,5775.47,0.54556,0.29997,0.97233,0.30573,0.36122,0.36568,0.34001,1.30271,4.55388,1.69299,0.00604,0.00604,0.00604
82,5846.81,0.54718,0.29997,0.97063,0.30577,0.36225,0.36409,0.33397,1.30696,4.55626,1.70344,0.0059905,0.0059905,0.0059905
83,5918,0.54363,0.29853,0.96542,0.30966,0.36022,0.36605,0.33658,1.31296,4.56263,1.71415,0.005941,0.005941,0.005941
84,5989.49,0.54419,0.29689,0.96752,0.30662,0.36093,0.36545,0.33549,1.3108,4.56894,1.7103,0.0058915,0.0058915,0.0058915
85,6061.18,0.53894,0.29444,0.97076,0.30441,0.36158,0.3645,0.335,1.30106,4.58931,1.71325,0.005842,0.005842,0.005842
86,6132.68,0.53548,0.29318,0.96781,0.30357,0.36055,0.36472,0.33486,1.30576,4.58561,1.70663,0.0057925,0.0057925,0.0057925
87,6203.62,0.53832,0.29308,0.96658,0.30384,0.36159,0.36608,0.33632,1.31795,4.56578,1.70937,0.005743,0.005743,0.005743
88,6275.12,0.54064,0.29402,0.96819,0.30539,0.36108,0.36632,0.33696,1.32896,4.55931,1.71165,0.0056935,0.0056935,0.0056935
89,6346.6,0.53654,0.29362,0.96257,0.30467,0.36108,0.34434,0.31737,1.32632,4.56627,1.70482,0.005644,0.005644,0.005644
90,6417.57,0.53459,0.29149,0.96212,0.30351,0.36181,0.33637,0.31006,1.31195,4.57354,1.66822,0.0055945,0.0055945,0.0055945
91,6489.09,0.53545,0.29245,0.9657,0.30171,0.36157,0.33592,0.30982,1.30027,4.59457,1.66553,0.005545,0.005545,0.005545
92,6560.71,0.53293,0.28893,0.96564,0.30321,0.36133,0.34312,0.31614,1.29913,4.58868,1.67514,0.0054955,0.0054955,0.0054955
93,6632.1,0.53163,0.28875,0.96293,0.30098,0.36153,0.34332,0.31627,1.3051,4.59459,1.67862,0.005446,0.005446,0.005446
94,6703.59,0.53171,0.2902,0.96183,0.30238,0.36178,0.33623,0.30981,1.31204,4.5994,1.69722,0.0053965,0.0053965,0.0053965
95,6775.4,0.52864,0.28608,0.96143,0.30384,0.36177,0.3291,0.30355,1.31587,4.59932,1.70983,0.005347,0.005347,0.005347
96,6846.83,0.5268,0.2856,0.96256,0.30561,0.36209,0.33367,0.30852,1.31466,4.59693,1.70739,0.0052975,0.0052975,0.0052975
97,6918.88,0.52633,0.28581,0.96087,0.30448,0.36124,0.36564,0.34038,1.31823,4.59746,1.70859,0.005248,0.005248,0.005248
98,6990.45,0.52726,0.28935,0.96486,0.30573,0.36096,0.36638,0.3375,1.32101,4.59272,1.7151,0.0051985,0.0051985,0.0051985
99,7062.04,0.52407,0.28742,0.96264,0.30726,0.35996,0.36663,0.3419,1.31453,4.58998,1.70314,0.005149,0.005149,0.005149
100,7133.84,0.52329,0.28439,0.96247,0.30692,0.36038,0.36654,0.34194,1.30748,4.60218,1.7049,0.0050995,0.0050995,0.0050995
101,7205.61,0.52275,0.28471,0.95948,0.30784,0.3585,0.34483,0.32034,1.30338,4.60528,1.70364,0.00505,0.00505,0.00505
102,7277.09,0.52411,0.28354,0.96052,0.30642,0.35874,0.36517,0.34065,1.30616,4.61138,1.7084,0.0050005,0.0050005,0.0050005
103,7349.03,0.52323,0.28267,0.96098,0.30506,0.35827,0.36505,0.34025,1.30387,4.61444,1.70704,0.004951,0.004951,0.004951
104,7421.16,0.51829,0.27853,0.95802,0.30431,0.36083,0.34401,0.31954,1.30603,4.61331,1.70901,0.0049015,0.0049015,0.0049015
105,7493.47,0.52112,0.28033,0.95785,0.30286,0.36008,0.36434,0.33963,1.31013,4.61184,1.71297,0.004852,0.004852,0.004852
106,7565.17,0.51529,0.27952,0.96051,0.303,0.36084,0.36405,0.33956,1.30964,4.61511,1.70873,0.0048025,0.0048025,0.0048025
107,7636.14,0.51742,0.27901,0.95771,0.30222,0.36148,0.36437,0.33949,1.30954,4.61848,1.70827,0.004753,0.004753,0.004753
108,7707.72,0.51686,0.28178,0.95418,0.30296,0.36156,0.3644,0.33997,1.31014,4.62152,1.70102,0.0047035,0.0047035,0.0047035
109,7779.65,0.51388,0.27699,0.95555,0.30246,0.36174,0.36429,0.33989,1.30774,4.62115,1.68767,0.004654,0.004654,0.004654
110,7851.35,0.51674,0.27653,0.95745,0.30282,0.3608,0.36435,0.33982,1.30949,4.61996,1.69216,0.0046045,0.0046045,0.0046045
111,7922.8,0.51215,0.27461,0.95774,0.30368,0.36088,0.36417,0.34012,1.31074,4.62035,1.6904,0.004555,0.004555,0.004555
112,7994.72,0.51192,0.27409,0.95366,0.30424,0.36074,0.36402,0.3401,1.3123,4.6204,1.69318,0.0045055,0.0045055,0.0045055
113,8066.11,0.51033,0.27439,0.95418,0.30394,0.3605,0.36394,0.33593,1.31158,4.62164,1.69175,0.004456,0.004456,0.004456
114,8137.76,0.51223,0.27497,0.95548,0.30293,0.36093,0.34278,0.3167,1.30955,4.61995,1.6883,0.0044065,0.0044065,0.0044065
115,8209.69,0.50649,0.27261,0.95302,0.30329,0.36115,0.36334,0.33951,1.30656,4.62252,1.68404,0.004357,0.004357,0.004357
116,8281.46,0.50849,0.27126,0.95145,0.30315,0.36133,0.36341,0.33989,1.30461,4.6234,1.68333,0.0043075,0.0043075,0.0043075
117,8352.72,0.50691,0.26959,0.94893,0.30401,0.36233,0.36347,0.33984,1.30279,4.6243,1.68018,0.004258,0.004258,0.004258
118,8424.19,0.50674,0.2719,0.94966,0.30405,0.36185,0.36328,0.33993,1.30301,4.62632,1.68392,0.0042085,0.0042085,0.0042085
119,8495.89,0.50283,0.27095,0.95011,0.30371,0.36132,0.36315,0.33977,1.30249,4.62974,1.68382,0.004159,0.004159,0.004159
120,8567.43,0.50108,0.27016,0.94988,0.30361,0.36173,0.36346,0.34001,1.30473,4.63198,1.68502,0.0041095,0.0041095,0.0041095
121,8639.12,0.5062,0.27302,0.95154,0.30332,0.36107,0.36334,0.33567,1.30604,4.63204,1.68857,0.00406,0.00406,0.00406
122,8711.38,0.50052,0.26464,0.94572,0.30281,0.36107,0.36371,0.33596,1.30804,4.63419,1.69066,0.0040105,0.0040105,0.0040105
123,8783,0.50181,0.26807,0.94827,0.30288,0.36114,0.36371,0.33595,1.31009,4.63543,1.69465,0.003961,0.003961,0.003961
124,8854.73,0.498,0.26513,0.94752,0.30187,0.36129,0.36353,0.33595,1.30929,4.63707,1.69409,0.0039115,0.0039115,0.0039115
125,8926.7,0.49685,0.26483,0.94167,0.30161,0.36107,0.36297,0.33983,1.30885,4.64132,1.69503,0.003862,0.003862,0.003862
126,8998.36,0.49852,0.26408,0.94731,0.30126,0.36141,0.36355,0.34032,1.30952,4.64328,1.6967,0.0038125,0.0038125,0.0038125
127,9069.79,0.49686,0.26668,0.947,0.30168,0.36122,0.36352,0.34017,1.30974,4.64473,1.69989,0.003763,0.003763,0.003763
128,9141.46,0.4958,0.26609,0.94988,0.30068,0.36123,0.3634,0.34007,1.3105,4.64716,1.70005,0.0037135,0.0037135,0.0037135
129,9213.51,0.49586,0.26404,0.94671,0.30125,0.36113,0.36342,0.33996,1.31112,4.64825,1.70369,0.003664,0.003664,0.003664
130,9285.16,0.49402,0.26222,0.94685,0.30142,0.36064,0.3634,0.33575,1.31326,4.64773,1.7039,0.0036145,0.0036145,0.0036145
131,9356.79,0.49149,0.26157,0.94412,0.30159,0.36026,0.36335,0.33608,1.31458,4.64777,1.70514,0.003565,0.003565,0.003565
132,9428.61,0.49207,0.26261,0.94802,0.30158,0.3602,0.36315,0.33594,1.3143,4.64772,1.70389,0.0035155,0.0035155,0.0035155
133,9500.15,0.49187,0.26162,0.94466,0.30153,0.36031,0.36309,0.33604,1.314,4.64783,1.7039,0.003466,0.003466,0.003466
134,9571.56,0.48574,0.25856,0.94326,0.30135,0.36031,0.36305,0.33606,1.3153,4.65048,1.70716,0.0034165,0.0034165,0.0034165
135,9643.51,0.48782,0.26062,0.94115,0.30155,0.36027,0.36317,0.33614,1.31517,4.65072,1.71065,0.003367,0.003367,0.003367
136,9715.25,0.48992,0.25959,0.94705,0.30259,0.36011,0.36315,0.33624,1.31518,4.65223,1.71235,0.0033175,0.0033175,0.0033175
137,9786.64,0.48664,0.2588,0.94356,0.30261,0.36027,0.36317,0.3361,1.31553,4.65106,1.71551,0.003268,0.003268,0.003268
138,9858.36,0.4898,0.25784,0.94262,0.30348,0.36023,0.36336,0.33643,1.31631,4.65239,1.71981,0.0032185,0.0032185,0.0032185
139,9930.11,0.48546,0.25751,0.94501,0.30294,0.35956,0.36353,0.33672,1.31718,4.65458,1.72447,0.003169,0.003169,0.003169
140,10001.7,0.48232,0.25562,0.94375,0.30287,0.36003,0.3636,0.33648,1.31718,4.65429,1.72611,0.0031195,0.0031195,0.0031195
141,10073.2,0.48283,0.25469,0.94017,0.30316,0.36028,0.36345,0.33641,1.31764,4.65431,1.73015,0.00307,0.00307,0.00307
142,10144.9,0.48051,0.25321,0.93934,0.30274,0.35979,0.36346,0.33643,1.31804,4.65627,1.73207,0.0030205,0.0030205,0.0030205
143,10216.3,0.47843,0.25287,0.93943,0.30278,0.35973,0.36346,0.34082,1.31741,4.65597,1.73403,0.002971,0.002971,0.002971
144,10287.4,0.47917,0.25279,0.93455,0.3028,0.35968,0.36347,0.34083,1.31695,4.65663,1.73458,0.0029215,0.0029215,0.0029215
145,10359.2,0.47989,0.2526,0.93613,0.30267,0.35998,0.36327,0.34069,1.3168,4.65707,1.73488,0.002872,0.002872,0.002872
146,10430.9,0.47961,0.25316,0.93618,0.30272,0.35978,0.36333,0.34083,1.31776,4.65725,1.7366,0.0028225,0.0028225,0.0028225
147,10502.5,0.4775,0.25327,0.93859,0.30264,0.35982,0.36341,0.34092,1.31912,4.65789,1.73912,0.002773,0.002773,0.002773
148,10574.1,0.4773,0.25198,0.93823,0.30258,0.35969,0.36334,0.34096,1.32007,4.6592,1.73949,0.0027235,0.0027235,0.0027235
149,10646.1,0.47724,0.25304,0.93987,0.3027,0.35981,0.36344,0.34091,1.32012,4.65985,1.73952,0.002674,0.002674,0.002674
150,10717.6,0.47384,0.24718,0.93781,0.3025,0.36008,0.36329,0.34081,1.32091,4.66064,1.74167,0.0026245,0.0026245,0.0026245
151,10789.7,0.47555,0.24914,0.93804,0.30268,0.35987,0.36331,0.34073,1.32082,4.66086,1.74382,0.002575,0.002575,0.002575
152,10861.4,0.47176,0.24783,0.93404,0.30268,0.35991,0.36347,0.3408,1.32063,4.66063,1.74376,0.0025255,0.0025255,0.0025255
153,10932.8,0.46864,0.24599,0.93273,0.30304,0.35991,0.36341,0.34097,1.32071,4.66081,1.74491,0.002476,0.002476,0.002476
154,11004,0.46948,0.2451,0.93481,0.30327,0.36039,0.36357,0.34117,1.32059,4.66167,1.74612,0.0024265,0.0024265,0.0024265
155,11075.9,0.47015,0.24605,0.93487,0.30344,0.36091,0.3637,0.34123,1.32044,4.66234,1.74658,0.002377,0.002377,0.002377
156,11148.1,0.46952,0.24652,0.9357,0.30364,0.36055,0.36366,0.34127,1.31959,4.66271,1.74731,0.0023275,0.0023275,0.0023275
157,11220.4,0.47031,0.24575,0.93694,0.30359,0.36048,0.36362,0.34145,1.31972,4.66373,1.7498,0.002278,0.002278,0.002278
158,11292.5,0.46829,0.24418,0.93508,0.30362,0.36023,0.3637,0.34148,1.32003,4.66458,1.75183,0.0022285,0.0022285,0.0022285
159,11364.3,0.46632,0.24541,0.93233,0.30345,0.36053,0.36368,0.34154,1.31962,4.66643,1.75295,0.002179,0.002179,0.002179
160,11436,0.46089,0.2415,0.92986,0.30357,0.36061,0.36367,0.34152,1.31963,4.66695,1.75319,0.0021295,0.0021295,0.0021295
161,11507.5,0.46022,0.23906,0.92827,0.30333,0.36072,0.36373,0.34162,1.31943,4.66795,1.75464,0.00208,0.00208,0.00208
162,11579.2,0.46029,0.23811,0.93083,0.30316,0.36086,0.36373,0.34172,1.3198,4.66782,1.75623,0.0020305,0.0020305,0.0020305
163,11650.9,0.45999,0.23989,0.92879,0.30313,0.36073,0.36376,0.34181,1.32016,4.66948,1.75678,0.001981,0.001981,0.001981
164,11722.4,0.45934,0.23905,0.92884,0.30323,0.36098,0.36377,0.34185,1.32044,4.66881,1.75825,0.0019315,0.0019315,0.0019315
165,11794,0.45638,0.23714,0.92753,0.30335,0.36079,0.36376,0.34174,1.32168,4.66934,1.76089,0.001882,0.001882,0.001882
166,11865.6,0.45974,0.24005,0.93007,0.30337,0.36077,0.36359,0.34161,1.32316,4.6704,1.76384,0.0018325,0.0018325,0.0018325
167,11937.2,0.4585,0.24038,0.9293,0.3036,0.36088,0.36349,0.34148,1.32336,4.67096,1.76506,0.001783,0.001783,0.001783
168,12009,0.45597,0.2374,0.92867,0.30363,0.36077,0.3633,0.34112,1.32421,4.6721,1.76736,0.0017335,0.0017335,0.0017335
169,12080.7,0.45367,0.23479,0.92584,0.30352,0.3605,0.36298,0.34096,1.32489,4.67155,1.76863,0.001684,0.001684,0.001684
170,12152.1,0.44969,0.23262,0.92464,0.30348,0.36044,0.36299,0.341,1.32531,4.67192,1.77071,0.0016345,0.0016345,0.0016345
171,12224,0.451,0.23393,0.92338,0.30366,0.36075,0.36314,0.34119,1.32599,4.67168,1.77127,0.001585,0.001585,0.001585
172,12295.9,0.45208,0.23602,0.92795,0.30392,0.36066,0.3627,0.34082,1.32627,4.67239,1.773,0.0015355,0.0015355,0.0015355
173,12367.7,0.44963,0.2324,0.92319,0.30407,0.36062,0.3626,0.34072,1.32611,4.67205,1.7734,0.001486,0.001486,0.001486
174,12439.1,0.44764,0.23128,0.92629,0.30416,0.36064,0.36251,0.34067,1.32595,4.67273,1.77392,0.0014365,0.0014365,0.0014365
175,12510.9,0.44755,0.23025,0.92342,0.3041,0.36066,0.36254,0.34062,1.32678,4.67301,1.77601,0.001387,0.001387,0.001387
176,12582.8,0.44434,0.22916,0.92306,0.30387,0.36081,0.36253,0.34059,1.32733,4.67372,1.77765,0.0013375,0.0013375,0.0013375
177,12654.5,0.44374,0.2279,0.92346,0.30395,0.361,0.36261,0.34046,1.32744,4.67359,1.77741,0.001288,0.001288,0.001288
178,12726.3,0.44236,0.22911,0.92381,0.30409,0.36087,0.36253,0.34049,1.32764,4.67329,1.7784,0.0012385,0.0012385,0.0012385
179,12798.4,0.44174,0.22793,0.92269,0.30391,0.36103,0.36239,0.34032,1.32806,4.6737,1.77959,0.001189,0.001189,0.001189
180,12870.1,0.44151,0.22628,0.92224,0.30358,0.36073,0.36223,0.3402,1.32837,4.67468,1.77934,0.0011395,0.0011395,0.0011395
181,12941.8,0.44101,0.22647,0.92143,0.30348,0.36086,0.36225,0.34022,1.32835,4.67482,1.77879,0.00109,0.00109,0.00109
182,13013.5,0.43869,0.22483,0.92085,0.30329,0.36112,0.36212,0.34017,1.32769,4.67603,1.77787,0.0010405,0.0010405,0.0010405
183,13085.2,0.43819,0.22646,0.92138,0.3033,0.36116,0.36198,0.33992,1.3276,4.67619,1.77779,0.000991,0.000991,0.000991
184,13156.9,0.43775,0.22436,0.91837,0.3032,0.3613,0.36177,0.33994,1.32732,4.67681,1.77807,0.0009415,0.0009415,0.0009415
185,13228.8,0.43879,0.22495,0.91839,0.3033,0.36122,0.36171,0.33976,1.32826,4.67714,1.78002,0.000892,0.000892,0.000892
186,13300.5,0.4335,0.22279,0.91808,0.30341,0.36124,0.36156,0.33964,1.32849,4.67798,1.78012,0.0008425,0.0008425,0.0008425
187,13372.3,0.43379,0.22217,0.91725,0.30411,0.36158,0.36146,0.33966,1.32895,4.67836,1.78077,0.000793,0.000793,0.000793
